sentence #,word,tag
sentence 12,Lê_Duẩn,I-LOCATION
sentence 12,",",O
sentence 12,TP,B-LOCATION
sentence 12,Đông_Hà,I-LOCATION
sentence 12,),O
sentence 12,.,O
sentence 13,Cả,O
sentence 13,hai,O
sentence 13,đều,O
sentence 13,thuộc,O
sentence 13,diện,O
sentence 13,xét_nghiệm,O
sentence 13,sàng_lọc,O
sentence 13,",",O
sentence 13,lấy,O
sentence 13,mẫu,O
sentence 13,bệnh_phẩm,O
sentence 13,ngày,O
sentence 13,11/4,B-DATE
sentence 13,",",O
sentence 13,kết_quả,O
sentence 13,dương_tính,O
sentence 13,ngày,O
sentence 13,13/4,B-DATE
sentence 13,",",O
sentence 13,điều_trị,O
sentence 13,tại,O
sentence 13,Bệnh_viện,B-LOCATION
sentence 13,Bệnh,I-LOCATION
sentence 13,Nhiệt_đới,I-LOCATION
sentence 13,Trung_ương,I-LOCATION
sentence 13,cơ_sở,I-LOCATION
sentence 13,2,I-LOCATION
sentence 13,.,O
sentence 14,Tính,O
sentence 14,đến,O
sentence 14,ngày,O
sentence 14,11,B-DATE
sentence 14,-,I-DATE
sentence 14,3,I-DATE
sentence 14,",",O
sentence 14,trên,O
sentence 14,địa_bàn,O
sentence 14,tỉnh,B-LOCATION
sentence 14,Quảng_Ninh,I-LOCATION
sentence 14,chưa,O
sentence 14,phát_hiện,O
sentence 14,thêm,O
sentence 14,ca,O
sentence 14,bệnh,O
sentence 14,COVID,O
sentence 14,-,O
sentence 14,19,O
sentence 14,ngoài,O
sentence 14,4,O
sentence 14,ca,O
sentence 14,trước,O
sentence 14,đó,O
sentence 14,(,O
sentence 14,đều,O
sentence 14,là,O
sentence 14,du_khách,O
sentence 14,nước_ngoài,O
sentence 14,đi,O
sentence 14,cùng,O
sentence 14,chuyến,O
sentence 14,bay,O
sentence 14,VN0054,B-TRANSPORTATION
sentence 14,với,O
sentence 14,bệnh_nhân,O
sentence 14,thứ,O
sentence 14,17,B-PATIENT_ID
sentence 14,),O
sentence 14,.,O
sentence 15,Sở,O
sentence 15,GD,O
sentence 15,-,O
sentence 15,ĐT,O
sentence 15,đã,O
sentence 15,quán_triệt,O
sentence 15,tất_cả,O
sentence 15,thí_sinh,O
sentence 15,và,O
sentence 15,những,O
sentence 15,người,O
sentence 15,làm,O
sentence 15,công_tác,O
sentence 15,thi,O
sentence 15,sau,O
sentence 15,khi,O
sentence 15,xét_nghiệm,O
sentence 15,thực_hiện,O
sentence 15,nghiêm,O
sentence 15,giãn,O
sentence 15,cách,O
sentence 15,xã_hội,O
sentence 15,theo,O
sentence 15,Chỉ_thị,O
sentence 15,16,O
sentence 15,",",O
sentence 15,chỉ,O
sentence 15,di_chuyển,O
sentence 15,khi,O
sentence 15,theo,O
sentence 15,lịch,O
sentence 15,thi,O
sentence 15,và,O
sentence 15,lịch,O
sentence 15,làm,O
sentence 15,nhiệm_vụ,O
sentence 15,của,O
sentence 15,kỳ,O
sentence 15,thi,O
sentence 15,.,O
sentence 16,Những,O
sentence 16,người,O
sentence 16,vào,O
sentence 16,trung_tâm,O
sentence 16,cách_ly,O
sentence 16,được,O
sentence 16,xếp,O
sentence 16,ở,O
sentence 16,chung,O
sentence 16,phòng,O
sentence 16,một_cách,O
sentence 16,ngẫu_nhiên,O
sentence 16,.,O
sentence 17,Theo,O
sentence 17,đó,O
sentence 17,",",O
sentence 17,bệnh_nhân,O
sentence 17,thứ,O
sentence 17,17,B-PATIENT_ID
sentence 17,có,O
sentence 17,2,O
sentence 17,lần,O
sentence 17,xét_nghiệm,O
sentence 17,cho,O
sentence 17,kết_quả,O
sentence 17,âm_tính,O
sentence 17,(,O
sentence 17,cùng,O
sentence 17,bệnh_nhân,O
sentence 17,24,B-PATIENT_ID
sentence 17,và,O
sentence 17,27,B-PATIENT_ID
sentence 17,),O
sentence 17,",",O
sentence 17,đủ,O
sentence 17,tiêu_chuẩn,O
sentence 17,xác_định,O
sentence 17,khỏi,O
sentence 17,bệnh,O
sentence 17,.,O
sentence 18,Công_tác,O
sentence 18,khám,O
sentence 18,bệnh,O
sentence 18,",",O
sentence 18,chẩn_đoán,O
sentence 18,",",O
sentence 18,điều_trị,O
sentence 18,",",O
sentence 18,thực_hiện,O
sentence 18,thủ_thuật,O
sentence 18,",",O
sentence 18,phẫu_thuật,O
sentence 18,...,O
sentence 18,đối_với,O
sentence 18,bệnh_nhân,O
sentence 18,như,O
sentence 18,với,O
sentence 18,người,O
sentence 18,nghi,O
sentence 18,Covid,O
sentence 18,-,O
sentence 18,19,O
sentence 18,đến,O
sentence 18,khi,O
sentence 18,có,O
sentence 18,kết_quả,O
sentence 18,xét_nghiệm,O
sentence 18,.,O
sentence 19,Trung_tâm,O
sentence 19,Kiểm_soát,O
sentence 19,bệnh_tật,O
sentence 19,tỉnh,O
sentence 19,lấy,O
sentence 19,mẫu,O
sentence 19,gửi,O
sentence 19,Viện,B-ORGANIZATION
sentence 19,Vệ_sinh,I-ORGANIZATION
sentence 19,dịch_tễ,I-ORGANIZATION
sentence 19,trung_ương,I-ORGANIZATION
sentence 19,xét_nghiệm,O
sentence 19,.,O
sentence 20,Bệnh_nhân,O
sentence 20,là,O
sentence 20,phi_công,O
sentence 20,hãng,O
sentence 20,Vietnam_Airlines,B-ORGANIZATION
sentence 20,",",O
sentence 20,xác_định,O
sentence 20,dương_tính,O
sentence 20,ngày,O
sentence 20,18/3,B-DATE
sentence 20,.,O
sentence 21,"""",O
sentence 21,Bệnh_nhân,O
sentence 21,235,B-PATIENT_ID
sentence 21,"""",O
sentence 21,",",O
sentence 21,nam,B-GENDER
sentence 21,",",O
sentence 21,25,B-AGE
sentence 21,tuổi,O
sentence 21,",",O
sentence 21,quốc_tịch,O
sentence 21,Anh,O
sentence 21,",",O
sentence 21,ngày,O
sentence 21,14/3,B-DATE
sentence 21,đi,O
sentence 21,quán,B-LOCATION
sentence 21,bar,I-LOCATION
sentence 21,Buddha,I-LOCATION
sentence 21,.,O
sentence 22,Với,O
sentence 22,việc,O
sentence 22,có,O
sentence 22,thêm,O
sentence 22,8,O
sentence 22,bệnh_nhân,O
sentence 22,mới,O
sentence 22,(,O
sentence 22,từ,O
sentence 22,bệnh_nhân,O
sentence 22,374,B-PATIENT_ID
sentence 22,đến,O
sentence 22,381,B-PATIENT_ID
sentence 22,),O
sentence 22,",",O
sentence 22,Việt_Nam,B-LOCATION
sentence 22,đã,O
sentence 22,ghi_nhận,O
sentence 22,tổng_số,O
sentence 22,381,O
sentence 22,ca,O
sentence 22,bệnh,O
sentence 22,trong,O
sentence 22,mùa,O
sentence 22,dịch,O
sentence 22,này,O
sentence 22,",",O
sentence 22,trong,O
sentence 22,đó,O
sentence 22,có,O
sentence 22,353,O
sentence 22,người,O
sentence 22,đã,O
sentence 22,bình_phục,O
sentence 22,(,O
sentence 22,chiếm,O
sentence 22,gần,O
sentence 22,93%,O
sentence 22,),O
sentence 22,.,O
sentence 23,Kết_quả,O
sentence 23,xét_nghiệm,O
sentence 23,PCR,O
sentence 23,lần,O
sentence 23,thứ_bảy,O
sentence 23,cho,O
sentence 23,kết_quả,O
sentence 23,dương_tính,O
sentence 23,vào,O
sentence 23,ngày,O
sentence 23,10,B-DATE
sentence 23,-,I-DATE
sentence 23,8,I-DATE
sentence 23,và,O
sentence 23,kể,O
sentence 23,từ,O
sentence 23,khi,O
sentence 23,hết,O
sentence 23,thời_hạn,O
sentence 23,cách_ly,O
sentence 23,",",O
sentence 23,người,O
sentence 23,phụ_nữ,O
sentence 23,này,O
sentence 23,đã,O
sentence 23,đi,O
sentence 23,du_lịch,O
sentence 23,nhiều,O
sentence 23,nơi,O
sentence 23,ở,O
sentence 23,Bhutan,B-LOCATION
sentence 23,cùng,O
sentence 23,gia_đình,O
sentence 23,",",O
sentence 23,bạn_bè,O
sentence 23,và,O
sentence 23,thậm_chí,O
sentence 23,cả,O
sentence 23,mua_sắm,O
sentence 23,.,O
sentence 24,"""",O
sentence 24,Bệnh_nhân,O
sentence 24,20,B-PATIENT_ID
sentence 24,"""",O
sentence 24,",",O
sentence 24,phụ_nữ,B-GENDER
sentence 24,",",O
sentence 24,64,B-AGE
sentence 24,tuổi,O
sentence 24,",",O
sentence 24,điều_trị,O
sentence 24,tại,O
sentence 24,Hà_Nội,B-LOCATION
sentence 24,",",O
sentence 24,tỉnh_táo,O
sentence 24,",",O
sentence 24,không,O
sentence 24,sốt,O
sentence 24,",",O
sentence 24,xét_nghiệm,O
sentence 24,lần,O
sentence 24,gần,O
sentence 24,đây,O
sentence 24,nhất,O
sentence 24,ngày,O
sentence 24,15/4,B-DATE
sentence 24,kết_quả,O
sentence 24,âm_tính,O
sentence 24,lần,O
sentence 24,ba,O
sentence 24,.,O
sentence 25,Đa_phần,O
sentence 25,các,O
sentence 25,trường_hợp,O
sentence 25,này,O
sentence 25,đều,O
sentence 25,tự,O
sentence 25,đến,O
sentence 25,bệnh_viện,O
sentence 25,khi,O
sentence 25,phát_hiện,O
sentence 25,các,O
sentence 25,triệu_chứng,O
sentence 25,phổ_biến,O
sentence 25,của,O
sentence 25,COVID,O
sentence 25,-,O
sentence 25,19,O
sentence 25,như,O
sentence 25,ho,B-SYMPTOM_AND_DISEASE
sentence 25,và,O
sentence 25,sốt,B-SYMPTOM_AND_DISEASE
sentence 25,.,O
sentence 26,Ngày,O
sentence 26,18/3,B-DATE
sentence 26,",",O
sentence 26,ông,O
sentence 26,chưa,O
sentence 26,có,O
sentence 26,dấu_hiệu,O
sentence 26,bệnh,O
sentence 26,",",O
sentence 26,được,O
sentence 26,Trung_tâm,B-ORGANIZATION
sentence 26,Y_tế,I-ORGANIZATION
sentence 26,quận,I-ORGANIZATION
sentence 26,8,I-ORGANIZATION
sentence 26,lấy,O
sentence 26,mẫu,O
sentence 26,giám_sát,O
sentence 26,theo,O
sentence 26,nhóm,O
sentence 26,người,O
sentence 26,dự,O
sentence 26,thánh,O
sentence 26,lễ,O
sentence 26,Hồi_giáo,O
sentence 26,tại,O
sentence 26,Malaysia,B-LOCATION
sentence 26,.,O
sentence 27,Mẫu,O
sentence 27,bệnh_phẩm,O
sentence 27,gửi,O
sentence 27,Viện,B-ORGANIZATION
sentence 27,Vệ_sinh,I-ORGANIZATION
sentence 27,Dịch_tễ,I-ORGANIZATION
sentence 27,Trung_ương,I-ORGANIZATION
sentence 27,xét_nghiệm,O
sentence 27,cho,O
sentence 27,kết_quả,O
sentence 27,có,O
sentence 27,nCoV,O
sentence 27,.,O
sentence 28,Hơn,O
sentence 28,170,O
sentence 28,người,O
sentence 28,ở,O
sentence 28,Bắc_Ninh,B-LOCATION
sentence 28,và,O
sentence 28,Bắc_Giang,B-LOCATION
sentence 28,",",O
sentence 28,Thái_Nguyên,B-LOCATION
sentence 28,bị,O
sentence 28,cách_ly,O
sentence 28,tập_trung,O
sentence 28,do,O
sentence 28,từng,O
sentence 28,tiếp_xúc,O
sentence 28,với,O
sentence 28,nam,O
sentence 28,công_nhân,O
sentence 28,dương_tính,O
sentence 28,nCoV,O
sentence 28,.,O
sentence 29,Bệnh_nhân,O
sentence 29,và,O
sentence 29,những,O
sentence 29,người,O
sentence 29,tiếp_xúc,O
sentence 29,gần,O
sentence 29,đã,O
sentence 29,được,O
sentence 29,đưa,O
sentence 29,đến,O
sentence 29,Bệnh_viện,B-LOCATION
sentence 29,Bệnh,I-LOCATION
sentence 29,Nhiệt_đới,I-LOCATION
sentence 29,Trung_ương,I-LOCATION
sentence 29,cơ_sở,I-LOCATION
sentence 29,Đông_Anh,I-LOCATION
sentence 29,.,O
sentence 30,Buổi,O
sentence 30,chiều,O
sentence 30,",",O
sentence 30,23,O
sentence 30,bệnh_nhân,O
sentence 30,Đà_Nẵng,B-LOCATION
sentence 30,điều_trị,O
sentence 30,ở,O
sentence 30,Trung_tâm,B-LOCATION
sentence 30,Y_tế,I-LOCATION
sentence 30,Hoà_Vang,I-LOCATION
sentence 30,được,O
sentence 30,công_bố,O
sentence 30,khỏi,O
sentence 30,",",O
sentence 30,trong,O
sentence 30,đó,O
sentence 30,bốn,O
sentence 30,bệnh_nhân,O
sentence 30,505,B-PATIENT_ID
sentence 30,",",O
sentence 30,757,B-PATIENT_ID
sentence 30,",",O
sentence 30,766,B-PATIENT_ID
sentence 30,",",O
sentence 30,784,B-PATIENT_ID
sentence 30,đang,O
sentence 30,chạy,O
sentence 30,thận,O
sentence 30,nhân_tạo,O
sentence 30,có,O
sentence 30,bốn,O
sentence 30,lần,O
sentence 30,xét_nghiệm,O
sentence 30,âm_tính,O
sentence 30,và,O
sentence 30,được,O
sentence 30,chuyển,O
sentence 30,đến,O
sentence 30,Bệnh_viện,B-LOCATION
sentence 30,Da_liễu,I-LOCATION
sentence 30,Đà_Nẵng,I-LOCATION
sentence 30,để,O
sentence 30,tiếp_tục,O
sentence 30,chu_kỳ,O
sentence 30,chạy,O
sentence 30,thận,O
sentence 30,.,O
sentence 31,Bác_sĩ,O
sentence 31,Hùng,O
sentence 31,cho,O
sentence 31,biết,O
sentence 31,diễn_biến,O
sentence 31,bệnh,O
sentence 31,của,O
sentence 31,bệnh_nhân,O
sentence 31,nhanh,O
sentence 31,và,O
sentence 31,phức_tạp,O
sentence 31,",",O
sentence 31,khi,O
sentence 31,vào,O
sentence 31,viện,O
sentence 31,đã,O
sentence 31,trong,O
sentence 31,tình_trạng,O
sentence 31,nguy_kịch,O
sentence 31,",",O
sentence 31,phổi,B-SYMPTOM_AND_DISEASE
sentence 31,tổn_thương,I-SYMPTOM_AND_DISEASE
sentence 31,nặng,I-SYMPTOM_AND_DISEASE
sentence 31,",",O
sentence 31,suy,B-SYMPTOM_AND_DISEASE
sentence 31,hô_hấp,I-SYMPTOM_AND_DISEASE
sentence 31,và,O
sentence 31,đã,O
sentence 31,có,O
sentence 31,biến_chứng,O
sentence 31,suy,B-SYMPTOM_AND_DISEASE
sentence 31,đa,I-SYMPTOM_AND_DISEASE
sentence 31,tạng,I-SYMPTOM_AND_DISEASE
sentence 31,",",O
sentence 31,tính_mạng,O
sentence 31,bị,O
sentence 31,đe_doạ,O
sentence 31,.,O
sentence 32,Theo,O
sentence 32,đó,O
sentence 32,",",O
sentence 32,tất_cả,O
sentence 32,các,O
sentence 32,trường_hợp,O
sentence 32,F1,O
sentence 32,",",O
sentence 32,F2,O
sentence 32,",",O
sentence 32,người,O
sentence 32,đang,O
sentence 32,cách_ly,O
sentence 32,y_tế,O
sentence 32,",",O
sentence 32,người,O
sentence 32,có,O
sentence 32,hội_chứng,O
sentence 32,cúm,B-SYMPTOM_AND_DISEASE
sentence 32,",",O
sentence 32,viêm,B-SYMPTOM_AND_DISEASE
sentence 32,phổi,I-SYMPTOM_AND_DISEASE
sentence 32,nặng,I-SYMPTOM_AND_DISEASE
sentence 32,do,O
sentence 32,virus,O
sentence 32,",",O
sentence 32,người,O
sentence 32,có,O
sentence 32,bệnh,O
sentence 32,mãn_tính,O
sentence 32,diễn_biến,O
sentence 32,nặng,O
sentence 32,",",O
sentence 32,giai_đoạn,O
sentence 32,cuối,O
sentence 32,(,O
sentence 32,ung_thư,B-SYMPTOM_AND_DISEASE
sentence 32,",",O
sentence 32,tim_mạch,B-SYMPTOM_AND_DISEASE
sentence 32,",",O
sentence 32,suy,B-SYMPTOM_AND_DISEASE
sentence 32,thận,I-SYMPTOM_AND_DISEASE
sentence 32,...,O
sentence 32,),O
sentence 32,đang,O
sentence 32,điều_trị,O
sentence 32,tại,O
sentence 32,các,O
sentence 32,cơ_sở,O
sentence 32,y_tế,O
sentence 32,",",O
sentence 32,người,O
sentence 32,có,O
sentence 32,dấu_hiệu,O
sentence 32,ho,B-SYMPTOM_AND_DISEASE
sentence 32,",",O
sentence 32,sốt,B-SYMPTOM_AND_DISEASE
sentence 32,",",O
sentence 32,khó,B-SYMPTOM_AND_DISEASE
sentence 32,thở,I-SYMPTOM_AND_DISEASE
sentence 32,…,O
sentence 32,trong,O
sentence 32,cộng_đồng,O
sentence 32,",",O
sentence 32,người,O
sentence 32,nhập_cảnh,O
sentence 32,trái_phép,O
sentence 32,vào,O
sentence 32,địa_bàn,O
sentence 32,tỉnh,O
sentence 32,",",O
sentence 32,toàn_bộ,O
sentence 32,người,O
sentence 32,trở,O
sentence 32,về,O
sentence 32,từ,O
sentence 32,Đà_Nẵng,B-LOCATION
sentence 32,từ,O
sentence 32,ngày,O
sentence 32,21,B-DATE
sentence 32,-,I-DATE
sentence 32,7,I-DATE
sentence 32,đến,O
sentence 32,nay,O
sentence 32,phải,O
sentence 32,làm,O
sentence 32,xét_nghiệm,O
sentence 32,Realtime,O
sentence 32,-,O
sentence 32,PCR,O
sentence 32,sàng_lọc,O
sentence 32,COVID,O
sentence 32,-,O
sentence 32,19,O
sentence 32,.,O
sentence 33,23,O
sentence 33,bệnh_nhân,O
sentence 33,trong,O
sentence 33,số,O
sentence 33,này,O
sentence 33,được,O
sentence 33,chuyển,O
sentence 33,đến,O
sentence 33,Bệnh_viện,B-LOCATION
sentence 33,Đa_khoa,I-LOCATION
sentence 33,tỉnh,I-LOCATION
sentence 33,Thái_Bình,I-LOCATION
sentence 33,",",O
sentence 33,bệnh_nhân,O
sentence 33,còn,O
sentence 33,lại,O
sentence 33,được,O
sentence 33,chuyển,O
sentence 33,tới,O
sentence 33,Bệnh_viện,B-LOCATION
sentence 33,số,I-LOCATION
sentence 33,2,I-LOCATION
sentence 33,tỉnh,I-LOCATION
sentence 33,Quảng_Ninh,I-LOCATION
sentence 33,.,O
sentence 34,"""",O
sentence 34,Bệnh_nhân,O
sentence 34,750,B-PATIENT_ID
sentence 34,"""",O
sentence 34,",",O
sentence 34,nam,B-GENDER
sentence 34,",",O
sentence 34,28,B-AGE
sentence 34,tuổi,O
sentence 34,",",O
sentence 34,ở,O
sentence 34,phường,B-LOCATION
sentence 34,Đông_Lễ,I-LOCATION
sentence 34,",",O
sentence 34,TP,B-LOCATION
sentence 34,Đông_Hà,I-LOCATION
sentence 34,(,O
sentence 34,tỉnh,B-LOCATION
sentence 34,Quảng_Trị,I-LOCATION
sentence 34,),O
sentence 34,",",O
sentence 34,là,O
sentence 34,bạn,O
sentence 34,của,O
sentence 34,"""",O
sentence 34,bệnh_nhân,O
sentence 34,749,B-PATIENT_ID
sentence 34,"""",O
sentence 34,",",O
sentence 34,có,O
sentence 34,lịch_trình,O
sentence 34,phức_tạp,O
sentence 34,và,O
sentence 34,tiếp_xúc,O
sentence 34,nhiều,O
sentence 34,người,O
sentence 34,trong,O
sentence 34,thời_gian,O
sentence 34,chưa,O
sentence 34,bị,O
sentence 34,cách_ly,O
sentence 34,.,O
sentence 35,Riêng,O
sentence 35,mẫu,O
sentence 35,82,B-PATIENT_ID
sentence 35,(,O
sentence 35,gửi,O
